ID	Gene	week0.1	week4.1
candidate562_2	candidate562	16	13
candidate562_3	candidate562	34	21
candidate562_4	candidate562	27	30
candidate562_5	candidate562	5	3
candidate562_6	candidate562	22	26
candidate562_7	candidate562	8	13
candidate562_8	candidate562	5	5
candidate562_9	candidate562	35	19
candidate562_10	candidate562	47	41
candidate563_1	candidate563	5	5
candidate563_2	candidate563	19	15
candidate563_3	candidate563	12	15
candidate563_4	candidate563	19	31
candidate563_5	candidate563	5	9
candidate563_6	candidate563	11	10
candidate563_7	candidate563	5	8
candidate563_8	candidate563	13	15
candidate563_9	candidate563	9	5
candidate563_10	candidate563	23	23
candidate564_1	candidate564	5	4
candidate564_2	candidate564	1	0
candidate564_3	candidate564	11	7
candidate564_4	candidate564	13	19
candidate564_5	candidate564	12	7
candidate564_6	candidate564	17	4
candidate564_7	candidate564	13	7
candidate564_8	candidate564	7	16
candidate564_9	candidate564	9	0
candidate564_10	candidate564	4	5
candidate566_1	candidate566	41	49
candidate566_2	candidate566	14	9
candidate566_3	candidate566	4	5
candidate566_4	candidate566	4	6
candidate566_5	candidate566	11	17
candidate566_6	candidate566	5	3
candidate566_7	candidate566	11	16
candidate566_8	candidate566	24	5
candidate566_9	candidate566	16	17
candidate566_10	candidate566	5	1
candidate567_1	candidate567	23	25
candidate567_2	candidate567	77	65
candidate567_3	candidate567	1	4
candidate567_4	candidate567	30	41
candidate567_5	candidate567	19	3
candidate567_6	candidate567	5	2
candidate567_7	candidate567	51	46
candidate567_8	candidate567	2	5
candidate567_9	candidate567	3	2
candidate567_10	candidate567	13	10
candidate568_1	candidate568	3	1
candidate568_2	candidate568	7	3
candidate568_3	candidate568	17	14
candidate568_4	candidate568	14	8
candidate568_5	candidate568	9	9
candidate568_6	candidate568	18	9
candidate568_7	candidate568	7	12
candidate568_8	candidate568	31	30
candidate568_9	candidate568	30	11
candidate568_10	candidate568	9	3
candidate569_1	candidate569	18	9
candidate569_2	candidate569	26	24
candidate569_3	candidate569	29	45
candidate569_4	candidate569	4	10
candidate569_5	candidate569	28	20
candidate569_6	candidate569	2	3
candidate569_7	candidate569	15	50
candidate569_8	candidate569	0	4
candidate569_9	candidate569	3	3
candidate569_10	candidate569	30	55
candidate570_1	candidate570	5	9
candidate570_2	candidate570	7	12
candidate570_3	candidate570	29	35
candidate570_4	candidate570	15	30
candidate570_5	candidate570	12	10
candidate570_6	candidate570	6	11
candidate570_7	candidate570	5	2
candidate570_8	candidate570	3	3
candidate570_9	candidate570	6	9
candidate570_10	candidate570	12	24
candidate571_1	candidate571	62	80
candidate571_2	candidate571	41	33
candidate571_3	candidate571	15	4
candidate571_4	candidate571	14	9
candidate571_5	candidate571	10	7
candidate571_6	candidate571	24	36
candidate571_7	candidate571	10	7
candidate571_8	candidate571	76	61
candidate571_9	candidate571	5	13
candidate571_10	candidate571	6	2
candidate572_1	candidate572	4	14
candidate572_2	candidate572	4	5
candidate572_3	candidate572	4	0
candidate572_4	candidate572	1	1
candidate572_5	candidate572	27	21
candidate572_6	candidate572	2	4
candidate572_7	candidate572	0	0
candidate572_8	candidate572	3	6
candidate572_9	candidate572	1	0
candidate572_10	candidate572	5	2
candidate573_1	candidate573	18	17
candidate573_2	candidate573	0	0
candidate573_3	candidate573	23	18
candidate573_4	candidate573	127	153
candidate573_5	candidate573	21	11
candidate573_6	candidate573	11	8
candidate573_7	candidate573	10	3
candidate573_8	candidate573	7	4
candidate573_9	candidate573	40	31
candidate573_10	candidate573	38	42
candidate574_1	candidate574	5	2
candidate574_2	candidate574	23	23
candidate574_3	candidate574	36	24
candidate574_4	candidate574	9	8
candidate574_5	candidate574	20	20
candidate574_6	candidate574	12	14
candidate574_7	candidate574	2	2
candidate574_8	candidate574	6	0
candidate574_9	candidate574	9	19
candidate574_10	candidate574	54	44
candidate575_1	candidate575	2	4
candidate575_2	candidate575	13	7
candidate575_3	candidate575	10	6
candidate575_4	candidate575	0	0
candidate575_5	candidate575	1	2
candidate575_6	candidate575	27	22
candidate575_7	candidate575	1	7
candidate575_8	candidate575	3	3
candidate575_9	candidate575	7	0
candidate575_10	candidate575	39	13
candidate576_1	candidate576	5	1
candidate576_2	candidate576	8	15
candidate576_3	candidate576	0	0
candidate576_4	candidate576	2	0
candidate576_5	candidate576	3	13
candidate576_6	candidate576	0	0
candidate576_7	candidate576	7	4
candidate576_8	candidate576	25	23
candidate576_9	candidate576	1	2
candidate576_10	candidate576	18	27
candidate577_1	candidate577	14	11
candidate577_2	candidate577	10	10
candidate577_3	candidate577	42	39
candidate577_4	candidate577	21	7
candidate577_5	candidate577	72	62
candidate577_6	candidate577	34	55
candidate577_7	candidate577	40	61
candidate577_8	candidate577	6	5
candidate577_9	candidate577	42	43
candidate577_10	candidate577	18	7
candidate578_1	candidate578	52	75
candidate578_2	candidate578	9	9
candidate578_3	candidate578	19	28
candidate578_4	candidate578	14	10
candidate578_5	candidate578	10	8
candidate578_6	candidate578	14	6
candidate578_7	candidate578	0	0
candidate578_8	candidate578	11	9
candidate578_9	candidate578	4	5
candidate578_10	candidate578	0	1
candidate579_1	candidate579	38	34
candidate579_2	candidate579	8	14
candidate579_3	candidate579	3	2
candidate579_4	candidate579	18	10
candidate579_5	candidate579	14	12
candidate579_6	candidate579	15	15
candidate579_7	candidate579	12	27
candidate579_8	candidate579	12	12
candidate579_9	candidate579	0	2
candidate579_10	candidate579	18	8
candidate580_1	candidate580	5	17
candidate580_2	candidate580	5	5
candidate580_3	candidate580	15	29
candidate580_4	candidate580	20	28
candidate580_5	candidate580	53	69
candidate580_6	candidate580	13	9
candidate580_7	candidate580	8	19
candidate580_8	candidate580	13	14
candidate580_9	candidate580	15	23
candidate580_10	candidate580	19	25
candidate581_1	candidate581	4	17
candidate581_2	candidate581	20	8
candidate581_3	candidate581	1	8
candidate581_4	candidate581	2	4
candidate581_5	candidate581	10	12
candidate581_6	candidate581	15	26
candidate581_7	candidate581	11	14
candidate581_8	candidate581	16	19
candidate581_9	candidate581	17	20
candidate581_10	candidate581	8	18
candidate584_1	candidate584	14	11
candidate584_2	candidate584	13	10
candidate584_3	candidate584	0	1
candidate584_4	candidate584	1	0
candidate584_5	candidate584	20	23
candidate584_6	candidate584	10	11
candidate584_7	candidate584	0	2
candidate584_8	candidate584	12	6
candidate584_9	candidate584	21	25
candidate584_10	candidate584	7	13
candidate585_1	candidate585	2	2
candidate585_2	candidate585	46	26
candidate585_3	candidate585	36	55
candidate585_4	candidate585	51	73
candidate585_5	candidate585	4	7
candidate585_6	candidate585	4	0
candidate585_7	candidate585	7	6
candidate585_8	candidate585	12	22
candidate585_9	candidate585	60	69
candidate585_10	candidate585	7	8
candidate586_1	candidate586	11	16
candidate586_2	candidate586	3	2
candidate586_3	candidate586	9	19
candidate586_4	candidate586	23	36
candidate586_5	candidate586	7	10
candidate586_6	candidate586	6	8
candidate586_7	candidate586	30	27
candidate586_8	candidate586	21	11
candidate586_9	candidate586	22	20
candidate586_10	candidate586	1	5
candidate587_1	candidate587	6	4
candidate587_2	candidate587	16	6
candidate587_3	candidate587	10	5
candidate587_4	candidate587	5	2
candidate587_5	candidate587	2	14
candidate587_6	candidate587	17	17
candidate587_7	candidate587	19	22
candidate587_8	candidate587	9	12
candidate587_9	candidate587	2	4
candidate587_10	candidate587	7	8
candidate588_1	candidate588	0	1
candidate588_2	candidate588	10	10
candidate588_3	candidate588	15	20
candidate588_4	candidate588	0	0
candidate588_5	candidate588	16	2
candidate588_6	candidate588	27	44
candidate588_7	candidate588	5	4
candidate588_8	candidate588	8	2
candidate588_9	candidate588	25	18
candidate588_10	candidate588	33	41
candidate589_1	candidate589	17	22
candidate589_2	candidate589	10	10
candidate589_3	candidate589	33	35
candidate589_4	candidate589	13	12
candidate589_5	candidate589	10	20
candidate589_6	candidate589	48	52
candidate589_7	candidate589	43	45
candidate589_8	candidate589	7	7
candidate589_9	candidate589	10	8
candidate589_10	candidate589	17	35
candidate590_1	candidate590	2	2
candidate590_2	candidate590	13	30
candidate590_3	candidate590	16	27
candidate590_4	candidate590	3	2
candidate590_5	candidate590	23	42
candidate590_6	candidate590	8	8
candidate590_7	candidate590	23	5
candidate590_8	candidate590	53	43
candidate590_9	candidate590	33	19
candidate590_10	candidate590	15	10
candidate591_1	candidate591	16	30
candidate591_2	candidate591	30	38
candidate591_3	candidate591	10	4
candidate591_4	candidate591	5	2
candidate591_5	candidate591	11	8
candidate591_6	candidate591	4	1
candidate591_7	candidate591	11	5
candidate591_8	candidate591	11	22
candidate591_9	candidate591	2	0
candidate591_10	candidate591	34	48
candidate592_1	candidate592	6	13
candidate592_2	candidate592	7	13
candidate592_3	candidate592	15	15
candidate592_4	candidate592	34	22
candidate592_5	candidate592	11	10
candidate592_6	candidate592	32	25
candidate592_7	candidate592	13	3
candidate592_8	candidate592	0	2
candidate592_9	candidate592	8	14
candidate592_10	candidate592	14	10
candidate593_1	candidate593	19	33
candidate593_2	candidate593	3	3
candidate593_3	candidate593	5	5
candidate593_4	candidate593	43	18
candidate593_5	candidate593	12	9
candidate593_6	candidate593	71	94
candidate593_7	candidate593	30	16
candidate593_8	candidate593	39	44
candidate593_9	candidate593	0	2
candidate593_10	candidate593	4	4
candidate594_1	candidate594	15	6
candidate594_2	candidate594	1	1
candidate594_3	candidate594	12	7
candidate594_4	candidate594	27	41
candidate594_5	candidate594	19	13
candidate594_6	candidate594	9	7
candidate594_7	candidate594	16	9
candidate594_8	candidate594	54	62
candidate594_9	candidate594	5	3
candidate594_10	candidate594	18	22
candidate595_1	candidate595	5	10
candidate595_2	candidate595	4	9
candidate595_3	candidate595	22	13
candidate595_4	candidate595	6	9
candidate595_5	candidate595	2	4
candidate595_6	candidate595	7	12
candidate595_7	candidate595	13	9
candidate595_8	candidate595	1	8
candidate595_9	candidate595	10	8
candidate595_10	candidate595	10	10
candidate596_1	candidate596	1	1
candidate596_2	candidate596	35	16
candidate596_3	candidate596	20	19
candidate596_4	candidate596	14	10
candidate596_5	candidate596	1	0
candidate596_6	candidate596	4	7
candidate596_7	candidate596	14	17
candidate596_8	candidate596	66	66
candidate596_9	candidate596	8	6
candidate596_10	candidate596	6	8
candidate597_1	candidate597	23	27
candidate597_2	candidate597	5	4
candidate597_3	candidate597	9	8
candidate597_4	candidate597	21	19
candidate597_5	candidate597	8	8
candidate597_6	candidate597	17	6
candidate597_7	candidate597	62	57
candidate597_8	candidate597	14	15
candidate597_9	candidate597	12	17
candidate597_10	candidate597	22	8
candidate598_1	candidate598	11	11
candidate598_2	candidate598	32	56
candidate598_3	candidate598	11	7
candidate598_4	candidate598	18	22
candidate598_5	candidate598	28	36
candidate598_6	candidate598	32	21
candidate598_7	candidate598	1	0
candidate598_8	candidate598	59	79
candidate598_9	candidate598	9	14
candidate598_10	candidate598	9	8
candidate599_1	candidate599	1	7
candidate599_2	candidate599	2	3
candidate599_3	candidate599	25	63
candidate599_4	candidate599	1	0
candidate599_5	candidate599	78	129
candidate599_6	candidate599	1	7
candidate599_7	candidate599	8	1
candidate599_8	candidate599	9	10
candidate599_9	candidate599	0	0
candidate599_10	candidate599	6	16
candidate600_1	candidate600	17	16
candidate600_2	candidate600	25	33
candidate600_3	candidate600	52	51
candidate600_4	candidate600	27	24
candidate600_5	candidate600	11	19
candidate600_6	candidate600	1	1
candidate600_7	candidate600	10	4
candidate600_8	candidate600	9	10
candidate600_9	candidate600	5	6
candidate600_10	candidate600	10	6
candidate601_1	candidate601	0	0
candidate601_2	candidate601	2	0
candidate601_3	candidate601	109	113
candidate601_4	candidate601	33	21
candidate601_5	candidate601	6	5
candidate601_6	candidate601	48	47
candidate601_7	candidate601	2	1
candidate601_8	candidate601	10	24
candidate601_9	candidate601	6	2
candidate601_10	candidate601	35	35
candidate602_1	candidate602	9	10
candidate602_2	candidate602	19	2
candidate602_3	candidate602	9	7
candidate602_4	candidate602	15	9
candidate602_5	candidate602	8	7
candidate602_6	candidate602	8	10
candidate602_7	candidate602	76	106
candidate602_8	candidate602	35	30
candidate602_9	candidate602	3	5
candidate602_10	candidate602	5	14
candidate603_1	candidate603	42	59
candidate603_2	candidate603	91	106
candidate603_3	candidate603	22	18
candidate603_4	candidate603	82	94
candidate603_5	candidate603	16	18
candidate603_6	candidate603	80	93
candidate603_7	candidate603	15	13
candidate603_8	candidate603	3	9
candidate603_9	candidate603	31	58
candidate603_10	candidate603	22	47
candidate604_1	candidate604	23	25
candidate604_2	candidate604	9	13
candidate604_3	candidate604	22	7
candidate604_4	candidate604	4	3
candidate604_5	candidate604	18	44
candidate604_6	candidate604	18	12
candidate604_7	candidate604	38	40
candidate604_8	candidate604	8	6
candidate604_9	candidate604	38	44
candidate604_10	candidate604	26	40
candidate605_1	candidate605	22	20
candidate605_2	candidate605	65	50
candidate605_3	candidate605	21	15
candidate605_4	candidate605	0	0
candidate605_5	candidate605	12	8
candidate605_6	candidate605	7	17
candidate605_7	candidate605	76	69
candidate605_8	candidate605	0	0
candidate605_9	candidate605	14	22
candidate605_10	candidate605	3	3
candidate606_1	candidate606	7	9
candidate606_2	candidate606	1	4
candidate606_3	candidate606	12	7
candidate606_4	candidate606	39	15
candidate606_5	candidate606	8	15
candidate606_6	candidate606	42	44
candidate606_7	candidate606	3	0
candidate606_8	candidate606	34	27
candidate606_9	candidate606	11	8
candidate606_10	candidate606	67	48
candidate607_1	candidate607	48	50
candidate607_2	candidate607	20	19
candidate607_3	candidate607	26	51
candidate607_4	candidate607	19	22
candidate607_5	candidate607	28	47
candidate607_6	candidate607	14	25
candidate607_7	candidate607	2	6
candidate607_8	candidate607	28	15
candidate607_9	candidate607	18	22
candidate607_10	candidate607	16	10
candidate608_1	candidate608	4	7
candidate608_2	candidate608	19	22
candidate608_3	candidate608	21	10
candidate608_4	candidate608	33	29
candidate608_5	candidate608	8	5
candidate608_6	candidate608	10	10
candidate608_7	candidate608	16	18
candidate608_8	candidate608	42	35
candidate608_9	candidate608	13	5
candidate608_10	candidate608	83	93
candidate609_1	candidate609	10	15
candidate609_2	candidate609	55	58
candidate609_3	candidate609	149	149
candidate609_4	candidate609	14	6
candidate609_5	candidate609	10	10
candidate609_6	candidate609	75	48
candidate609_7	candidate609	69	52
candidate609_8	candidate609	44	19
candidate609_9	candidate609	85	74
candidate609_10	candidate609	24	23
candidate610_1	candidate610	33	21
candidate610_2	candidate610	11	8
candidate610_3	candidate610	16	27
candidate610_4	candidate610	24	34
candidate610_5	candidate610	7	6
candidate610_6	candidate610	7	6
candidate610_7	candidate610	4	8
candidate610_8	candidate610	8	10
candidate610_9	candidate610	17	27
candidate610_10	candidate610	21	24
candidate612_1	candidate612	9	16
candidate612_2	candidate612	18	21
candidate612_3	candidate612	31	25
candidate612_4	candidate612	11	9
candidate612_5	candidate612	42	85
candidate612_6	candidate612	8	11
candidate612_7	candidate612	5	1
candidate612_8	candidate612	26	26
candidate612_9	candidate612	44	49
candidate612_10	candidate612	21	21
candidate613_1	candidate613	10	10
candidate613_2	candidate613	6	1
candidate613_3	candidate613	16	11
candidate613_4	candidate613	11	27
candidate613_5	candidate613	35	25
candidate613_6	candidate613	12	11
candidate613_7	candidate613	24	28
candidate613_8	candidate613	36	33
candidate613_9	candidate613	1	1
candidate613_10	candidate613	13	18
candidate614_1	candidate614	10	19
candidate614_2	candidate614	18	17
candidate614_3	candidate614	32	20
candidate614_4	candidate614	34	25
candidate614_5	candidate614	361	501
candidate614_6	candidate614	48	63
candidate614_7	candidate614	17	26
candidate614_8	candidate614	4	2
candidate614_9	candidate614	31	29
candidate614_10	candidate614	17	16
candidate615_1	candidate615	2	4
candidate615_2	candidate615	35	62
candidate615_3	candidate615	12	5
candidate615_4	candidate615	18	12
candidate615_5	candidate615	18	40
candidate615_6	candidate615	5	5
candidate615_7	candidate615	49	32
candidate615_8	candidate615	18	40
candidate615_9	candidate615	34	46
candidate615_10	candidate615	44	50
candidate616_1	candidate616	16	18
candidate616_2	candidate616	11	9
candidate616_3	candidate616	5	9
candidate616_4	candidate616	26	6
candidate616_5	candidate616	10	12
candidate616_6	candidate616	40	61
candidate616_7	candidate616	10	10
candidate616_8	candidate616	18	10
candidate616_9	candidate616	5	27
candidate616_10	candidate616	9	5
candidate617_1	candidate617	6	6
candidate617_2	candidate617	33	45
candidate617_3	candidate617	38	38
candidate617_4	candidate617	57	56
candidate617_5	candidate617	29	68
candidate617_6	candidate617	9	18
candidate617_7	candidate617	10	24
candidate617_8	candidate617	17	17
candidate617_9	candidate617	13	18
candidate617_10	candidate617	10	16
candidate619_1	candidate619	18	11
candidate619_2	candidate619	5	5
candidate619_3	candidate619	10	17
candidate619_4	candidate619	18	10
candidate619_5	candidate619	22	27
candidate619_6	candidate619	20	19
candidate619_7	candidate619	6	6
candidate619_8	candidate619	29	52
candidate619_9	candidate619	12	10
candidate619_10	candidate619	9	20
candidate620_1	candidate620	15	8
candidate620_2	candidate620	16	20
candidate620_3	candidate620	2	4
candidate620_4	candidate620	3	1
candidate620_5	candidate620	33	36
candidate620_6	candidate620	27	29
candidate620_7	candidate620	93	104
candidate620_8	candidate620	5	10
candidate620_9	candidate620	6	8
candidate620_10	candidate620	62	59
candidate621_1	candidate621	9	6
candidate621_2	candidate621	10	10
candidate621_3	candidate621	19	12
candidate621_4	candidate621	3	4
candidate621_5	candidate621	52	50
candidate621_6	candidate621	0	1
candidate621_7	candidate621	20	31
candidate621_8	candidate621	27	36
candidate621_9	candidate621	12	21
candidate621_10	candidate621	82	68
candidate622_1	candidate622	8	6
candidate622_2	candidate622	7	3
candidate622_3	candidate622	8	16
candidate622_4	candidate622	7	6
candidate622_5	candidate622	35	29
candidate622_6	candidate622	8	5
candidate622_7	candidate622	13	7
candidate622_8	candidate622	7	7
candidate622_9	candidate622	7	17
candidate622_10	candidate622	37	37
candidate623_1	candidate623	54	46
candidate623_2	candidate623	105	186
candidate623_3	candidate623	3	1
candidate623_4	candidate623	102	101
candidate623_5	candidate623	99	106
candidate623_6	candidate623	8	14
candidate623_7	candidate623	1	2
candidate623_8	candidate623	11	23
candidate623_9	candidate623	19	36
candidate623_10	candidate623	48	57
candidate624_1	candidate624	40	24
candidate624_2	candidate624	25	52
candidate624_3	candidate624	10	16
candidate624_4	candidate624	8	3
candidate624_5	candidate624	0	2
candidate624_6	candidate624	6	8
candidate624_7	candidate624	23	21
candidate624_8	candidate624	15	23
candidate624_9	candidate624	41	37
candidate624_10	candidate624	58	43
candidate625_1	candidate625	48	70
candidate625_2	candidate625	14	21
candidate625_3	candidate625	14	21
candidate625_4	candidate625	13	37
candidate625_5	candidate625	9	8
candidate625_6	candidate625	24	18
candidate625_7	candidate625	6	10
candidate625_8	candidate625	30	12
candidate625_9	candidate625	14	14
candidate625_10	candidate625	14	13
candidate626_1	candidate626	3	12
candidate626_2	candidate626	2	2
candidate626_3	candidate626	21	21
candidate626_4	candidate626	2	0
candidate626_5	candidate626	1	5
candidate626_6	candidate626	18	22
candidate626_7	candidate626	18	25
candidate626_8	candidate626	6	10
candidate626_9	candidate626	18	23
candidate626_10	candidate626	17	27
candidate627_1	candidate627	22	12
candidate627_2	candidate627	12	3
candidate627_3	candidate627	1	9
candidate627_4	candidate627	10	6
candidate627_5	candidate627	5	10
candidate627_6	candidate627	27	63
candidate627_7	candidate627	3	12
candidate627_8	candidate627	30	7
candidate627_9	candidate627	9	12
candidate627_10	candidate627	10	13
candidate628_1	candidate628	7	34
candidate628_2	candidate628	17	34
candidate628_3	candidate628	10	18
candidate628_4	candidate628	45	61
candidate628_5	candidate628	3	10
candidate628_6	candidate628	25	41
candidate628_7	candidate628	7	6
candidate628_8	candidate628	27	20
candidate628_9	candidate628	18	28
candidate628_10	candidate628	23	45
candidate629_1	candidate629	22	13
candidate629_2	candidate629	15	17
candidate629_3	candidate629	2	1
candidate629_4	candidate629	42	50
candidate629_5	candidate629	5	3
candidate629_6	candidate629	57	67
candidate629_7	candidate629	26	48
candidate629_8	candidate629	44	49
candidate629_9	candidate629	26	22
candidate629_10	candidate629	24	36
candidate630_1	candidate630	16	26
candidate630_2	candidate630	31	29
candidate630_3	candidate630	15	13
candidate630_4	candidate630	8	3
candidate630_5	candidate630	18	11
candidate630_6	candidate630	25	22
candidate630_7	candidate630	44	41
candidate630_8	candidate630	8	8
candidate630_9	candidate630	55	77
candidate630_10	candidate630	1	3
candidate631_1	candidate631	9	21
candidate631_2	candidate631	4	7
candidate631_3	candidate631	15	16
candidate631_4	candidate631	4	18
candidate631_5	candidate631	4	1
candidate631_6	candidate631	17	15
candidate631_7	candidate631	7	4
candidate631_8	candidate631	22	32
candidate631_9	candidate631	1	0
candidate631_10	candidate631	21	12
candidate632_1	candidate632	16	13
candidate632_2	candidate632	6	3
candidate632_3	candidate632	35	36
candidate632_4	candidate632	100	140
candidate632_5	candidate632	30	27
candidate632_6	candidate632	14	2
candidate632_7	candidate632	11	5
candidate632_8	candidate632	51	69
candidate632_9	candidate632	5	12
candidate632_10	candidate632	58	68
candidate633_1	candidate633	10	2
candidate633_2	candidate633	31	37
candidate633_3	candidate633	13	8
candidate633_4	candidate633	22	21
candidate633_5	candidate633	34	43
candidate633_6	candidate633	11	17
candidate633_7	candidate633	110	81
candidate633_8	candidate633	6	5
candidate633_9	candidate633	30	26
candidate633_10	candidate633	4	2
candidate634_1	candidate634	11	17
candidate634_2	candidate634	20	25
candidate634_3	candidate634	2	2
candidate634_4	candidate634	1	1
candidate634_5	candidate634	42	32
candidate634_6	candidate634	2	19
candidate634_7	candidate634	15	16
candidate634_8	candidate634	89	100
candidate634_9	candidate634	4	2
candidate634_10	candidate634	5	23
candidate635_1	candidate635	6	17
candidate635_2	candidate635	5	0
candidate635_3	candidate635	31	28
candidate635_4	candidate635	4	0
candidate635_5	candidate635	24	15
candidate635_6	candidate635	28	31
candidate635_7	candidate635	4	6
candidate635_8	candidate635	15	15
candidate635_9	candidate635	84	110
candidate635_10	candidate635	33	29
candidate636_1	candidate636	37	19
candidate636_2	candidate636	2	1
candidate636_3	candidate636	0	0
candidate636_4	candidate636	33	54
candidate636_5	candidate636	10	8
candidate636_6	candidate636	2	0
candidate636_7	candidate636	5	7
candidate636_8	candidate636	14	6
candidate636_9	candidate636	16	7
candidate636_10	candidate636	1	0
candidate637_1	candidate637	68	91
candidate637_2	candidate637	7	16
candidate637_3	candidate637	18	17
candidate637_4	candidate637	28	13
candidate637_5	candidate637	11	8
candidate637_6	candidate637	15	14
candidate637_7	candidate637	4	9
candidate637_8	candidate637	20	17
candidate637_9	candidate637	35	77
candidate637_10	candidate637	10	14
candidate639_1	candidate639	16	19
candidate639_2	candidate639	42	53
candidate639_3	candidate639	23	26
candidate639_4	candidate639	3	5
candidate639_5	candidate639	20	28
candidate639_6	candidate639	26	20
candidate639_7	candidate639	4	4
candidate639_8	candidate639	20	13
candidate639_9	candidate639	9	19
candidate639_10	candidate639	19	18
candidate640_1	candidate640	16	15
candidate640_2	candidate640	30	37
candidate640_3	candidate640	18	36
candidate640_4	candidate640	9	13
candidate640_5	candidate640	2	1
candidate640_6	candidate640	11	11
candidate640_7	candidate640	26	34
candidate640_8	candidate640	8	7
candidate640_9	candidate640	12	13
candidate640_10	candidate640	52	56
candidate641_1	candidate641	18	14
candidate641_2	candidate641	7	18
candidate641_3	candidate641	2	4
candidate641_4	candidate641	15	21
candidate641_5	candidate641	2	8
candidate641_6	candidate641	10	9
candidate641_7	candidate641	2	2
candidate641_8	candidate641	1	0
candidate641_9	candidate641	27	20
candidate641_10	candidate641	18	15
candidate642_1	candidate642	26	43
candidate642_2	candidate642	24	26
candidate642_3	candidate642	10	8
candidate642_4	candidate642	6	2
candidate642_5	candidate642	32	31
candidate642_6	candidate642	1	2
candidate642_7	candidate642	30	19
candidate642_8	candidate642	24	28
candidate642_9	candidate642	68	59
candidate642_10	candidate642	12	10
candidate643_1	candidate643	27	49
candidate643_2	candidate643	14	25
candidate643_3	candidate643	9	16
candidate643_4	candidate643	6	28
candidate643_5	candidate643	12	10
candidate643_6	candidate643	19	2
candidate643_7	candidate643	2	2
candidate643_8	candidate643	53	38
candidate643_9	candidate643	24	25
candidate643_10	candidate643	1	0
candidate644_1	candidate644	6	12
candidate644_2	candidate644	15	20
candidate644_3	candidate644	0	0
candidate644_4	candidate644	20	21
candidate644_5	candidate644	6	4
candidate644_6	candidate644	105	129
candidate644_7	candidate644	36	23
candidate644_8	candidate644	3	1
candidate644_9	candidate644	16	15
candidate644_10	candidate644	11	13
candidate645_1	candidate645	7	15
candidate645_2	candidate645	5	9
candidate645_3	candidate645	14	24
candidate645_4	candidate645	15	5
candidate645_5	candidate645	1	3
candidate645_6	candidate645	14	17
candidate645_7	candidate645	14	15
candidate645_8	candidate645	19	32
candidate645_9	candidate645	9	8
candidate645_10	candidate645	19	12
candidate646_1	candidate646	30	17
candidate646_2	candidate646	7	19
candidate646_3	candidate646	6	18
candidate646_4	candidate646	10	9
candidate646_5	candidate646	8	5
candidate646_6	candidate646	4	10
candidate646_7	candidate646	50	61
candidate646_8	candidate646	31	41
candidate646_9	candidate646	16	25
candidate646_10	candidate646	16	10
candidate647_1	candidate647	33	31
candidate647_2	candidate647	18	21
candidate647_3	candidate647	47	35
candidate647_4	candidate647	8	3
candidate647_5	candidate647	24	26
candidate647_6	candidate647	144	161
candidate647_7	candidate647	33	36
candidate647_8	candidate647	1	3
candidate647_9	candidate647	6	2
candidate647_10	candidate647	9	12
candidate648_1	candidate648	9	10
candidate648_2	candidate648	10	8
candidate648_3	candidate648	12	32
candidate648_4	candidate648	81	87
candidate648_5	candidate648	12	16
candidate648_6	candidate648	23	17
candidate648_7	candidate648	11	10
candidate648_8	candidate648	24	41
candidate648_9	candidate648	21	23
candidate648_10	candidate648	96	125
candidate649_1	candidate649	0	0
candidate649_2	candidate649	11	9
candidate649_3	candidate649	8	20
candidate649_4	candidate649	0	0
candidate649_5	candidate649	0	0
candidate649_6	candidate649	2	2
candidate649_7	candidate649	11	9
candidate649_8	candidate649	0	0
candidate649_9	candidate649	41	20
candidate649_10	candidate649	79	76
candidate650_1	candidate650	3	1
candidate650_2	candidate650	63	75
candidate650_3	candidate650	31	30
candidate650_4	candidate650	17	21
candidate650_5	candidate650	5	10
candidate650_6	candidate650	67	101
candidate650_7	candidate650	1	1
candidate650_8	candidate650	37	28
candidate650_9	candidate650	3	0
candidate650_10	candidate650	5	3
candidate652_1	candidate652	6	6
candidate652_2	candidate652	19	24
candidate652_3	candidate652	53	46
candidate652_4	candidate652	15	11
candidate652_5	candidate652	5	1
candidate652_6	candidate652	20	21
candidate652_7	candidate652	7	14
candidate652_8	candidate652	33	29
candidate652_9	candidate652	12	9
candidate652_10	candidate652	19	20
candidate653_1	candidate653	13	17
candidate653_2	candidate653	38	26
candidate653_3	candidate653	9	19
candidate653_4	candidate653	17	8
candidate653_5	candidate653	6	16
candidate653_6	candidate653	29	28
candidate653_7	candidate653	8	1
candidate653_8	candidate653	5	3
candidate653_9	candidate653	13	12
candidate653_10	candidate653	1	1
candidate654_1	candidate654	11	19
candidate654_2	candidate654	26	34
candidate654_3	candidate654	45	41
candidate654_4	candidate654	11	6
candidate654_5	candidate654	15	29
candidate654_6	candidate654	2	10
candidate654_7	candidate654	2	9
candidate654_8	candidate654	3	0
candidate654_9	candidate654	24	25
candidate654_10	candidate654	11	19
candidate655_1	candidate655	35	39
candidate655_2	candidate655	3	6
candidate655_3	candidate655	15	21
candidate655_4	candidate655	5	4
candidate655_5	candidate655	12	17
candidate655_6	candidate655	120	142
candidate655_7	candidate655	8	5
candidate655_8	candidate655	40	49
candidate655_9	candidate655	21	31
candidate655_10	candidate655	16	6
candidate656_1	candidate656	19	18
candidate656_2	candidate656	13	23
candidate656_3	candidate656	54	47
candidate656_4	candidate656	10	10
